Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"P2RY14","Purinergic Receptor P2Y14","Protein Coding","43","GC03M151212","1.86771583557129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY14"
"SREBF2","Sterol Regulatory Element Binding Transcription Factor 2","Protein Coding","43","GC22P041833","1.86771583557129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2"
"LPA","Lipoprotein(A)","Protein Coding","42","GC06M160531","1.86771583557129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"TMPRSS4","Transmembrane Serine Protease 4","Protein Coding","41","GC11P118077","1.86771583557129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS4"
"AGER","Advanced Glycosylation End-Product Specific Receptor","Protein Coding","45","GC06M032180","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER"
"LCN2","Lipocalin 2","Protein Coding","44","GC09P128149","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","43","GC09M023690","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"PTGDR2","Prostaglandin D2 Receptor 2","Protein Coding","42","GC11M060850","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2"
"UBE2L6","Ubiquitin Conjugating Enzyme E2 L6","Protein Coding","41","GC11M069079","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L6"
"TNFSF14","TNF Superfamily Member 14","Protein Coding","41","GC19M006663","1.83070659637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14"
"BTK","Bruton Tyrosine Kinase","Protein Coding","54","GC0XM101349","1.78977036476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK"
"ITK","IL2 Inducible T Cell Kinase","Protein Coding","52","GC05P157158","1.78977036476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK"
"CAT","Catalase","Protein Coding","50","GC11P034460","1.78977036476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"FCGR3A","Fc Fragment Of IgG Receptor IIIa","Protein Coding","45","GC01M161541","1.78977036476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","45","GC17P002593","1.78977036476135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"BDKRB1","Bradykinin Receptor B1","Protein Coding","43","GC14P096272","1.74330568313599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB1"
"PDCD1","Programmed Cell Death 1","Protein Coding","48","GC02M241849","1.69152462482452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD1"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","46","GC02P203867","1.69152462482452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"CD274","CD274 Molecule","Protein Coding","45","GC09P005450","1.69152462482452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"PTPRS","Protein Tyrosine Phosphatase Receptor Type S","Protein Coding","45","GC19M005157","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRS"
"KDM4B","Lysine Demethylase 4B","Protein Coding","44","GC19P004969","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4B"
"SH3GL1","SH3 Domain Containing GRB2 Like 1, Endophilin A2","Protein Coding","44","GC19M004360","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GL1"
"DPP9","Dipeptidyl Peptidase 9","Protein Coding","41","GC19M004675","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP9"
"APBA3","Amyloid Beta Precursor Protein Binding Family A Member 3","Protein Coding","40","GC19M003750","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA3"
"SAFB","Scaffold Attachment Factor B","Protein Coding","40","GC19P005623","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB"
"SAFB2","Scaffold Attachment Factor B2","Protein Coding","37","GC19M005587","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB2"
"MYDGF","Myeloid Derived Growth Factor","Protein Coding","34","GC19M004641","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYDGF"
"RAVER1","Ribonucleoprotein, PTB Binding 1","Protein Coding","34","GC19M010316","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAVER1"
"HSD11B1L","Hydroxysteroid 11-Beta Dehydrogenase 1 Like","Protein Coding","32","GC19P005680","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B1L"
"YJU2","YJU2 Splicing Factor Homolog","Protein Coding","23","GC19P004253","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YJU2"
"DPP9-AS1","DPP9 Antisense RNA 1","RNA Gene","13","GC19P004681","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP9-AS1"
"ENSG00000249624","","Protein Coding","9","GC21P033246","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000249624"
"ENSG00000268670","","RNA Gene","8","GC19M004062","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268670"
"SDHDP4","Succinate Dehydrogenase Complex Subunit D Pseudogene 4","Pseudogene","8","GC03M045882","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP4"
"ENSG00000257452","","RNA Gene","7","GC12M112907","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000257452"
"ENSG00000267255","","RNA Gene","7","GC19M004429","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267255"
"ENSG00000269807","","RNA Gene","7","GC19M004348","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269807"
"ENSG00000267030","","RNA Gene","7","GC19P004447","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267030"
"SNRPEP4","SNRPE Pseudogene 4","Pseudogene","7","GC19M005579","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPEP4"
"ENSG00000267769","","RNA Gene","6","GC19P004454","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267769"
"ENSG00000267303","","Protein Coding","6","GC19M010315","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267303"
"ENSG00000285788","","RNA Gene","4","GC03P045842","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285788"
"HSALNG0123410","","RNA Gene","4","GC19M004676","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0123410"
"lnc-FYCO1-5","","RNA Gene","4","GC03M045835","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FYCO1-5"
"HSALNG0025640","","RNA Gene","3","GC03P045796","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0025640"
"HSALNG0123412","","RNA Gene","3","GC19P004817","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0123412"
"lnc-SLC6A20-4","","RNA Gene","3","GC03M045827","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC6A20-4"
"lnc-MYDGF-2","","RNA Gene","3","GC19M004714","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYDGF-2"
"NONHSAG012343.2","","RNA Gene","2","GC12P112919","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG012343.2"
"HSALNG0123411","","RNA Gene","2","GC19P004705","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0123411"
"piR-50968-032","","RNA Gene","2","GC12P112927","1.68827867507935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-50968-032"
"FPR1","Formyl Peptide Receptor 1","Protein Coding","48","GC19M051745","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR1"
"ATF4","Activating Transcription Factor 4","Protein Coding","47","GC22P039547","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4"
"SERPING1","Serpin Family G Member 1","Protein Coding","47","GC11P057597","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPING1"
"IDO1","Indoleamine 2,3-Dioxygenase 1","Protein Coding","45","GC08P039891","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDO1"
"SOD3","Superoxide Dismutase 3","Protein Coding","41","GC04P024798","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"CXCL3","C-X-C Motif Chemokine Ligand 3","Protein Coding","39","GC04M074036","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL3"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","34","GC01M032866","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"MIR146A","MicroRNA 146a","RNA Gene","22","GC05P160485","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"MIR1207","MicroRNA 1207","RNA Gene","15","GC08P128049","1.68818986415863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1207"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","52","GC22M021754","1.65714955329895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","50","GC16M031188","1.65714955329895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"RSL24D1","Ribosomal L24 Domain Containing 1","Protein Coding","38","GC15M055180","1.65714955329895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL24D1"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","54","GC14M104769","1.61636161804199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","49","GC01M011785","1.61636161804199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","45","GC17M078356","1.61636161804199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","44","GC16M011255","1.61636161804199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"PSME3","Proteasome Activator Subunit 3","Protein Coding","43","GC17P042824","1.61636161804199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3"
"KLRC1","Killer Cell Lectin Like Receptor C1","Protein Coding","41","GC12M015692","1.6122145652771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC1"
"IL13","Interleukin 13","Protein Coding","45","GC05P132656","1.55042219161987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","48","GC14M095086","1.54900789260864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"ITGAM","Integrin Subunit Alpha M","Protein Coding","47","GC16P032553","1.54900789260864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM"
"IGHMBP2","Immunoglobulin Mu DNA Binding Protein 2","Protein Coding","42","GC11P068903","1.54900789260864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHMBP2"
"TK2","Thymidine Kinase 2","Protein Coding","42","GC16M066508","1.54900789260864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2"
"TRIP4","Thyroid Hormone Receptor Interactor 4","Protein Coding","41","GC15P077081","1.54900789260864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP4"
"IFNL1","Interferon Lambda 1","Protein Coding","35","GC19P039296","1.477179646492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL1"
"ERG","ETS Transcription Factor ERG","Protein Coding","46","GC21M038367","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"CCL7","C-C Motif Chemokine Ligand 7","Protein Coding","42","GC17P034270","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL7"
"TNNI1","Troponin I1, Slow Skeletal Type","Protein Coding","41","GC01M201404","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI1"
"TAS2R1","Taste 2 Receptor Member 1","Protein Coding","37","GC05M009630","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS2R1"
"PARP14","Poly(ADP-Ribose) Polymerase Family Member 14","Protein Coding","37","GC03P122680","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP14"
"GSTT1","Glutathione S-Transferase Theta 1","Protein Coding","33","GC22Mi00270","1.44295275211334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTT1"
"SFTPD","Surfactant Protein D","Protein Coding","44","GC10M079937","1.43932318687439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPD"
"RPS10","Ribosomal Protein S10","Protein Coding","45","GC06M047017","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS10"
"RPS14","Ribosomal Protein S14","Protein Coding","45","GC05M150443","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS14"
"RPSA","Ribosomal Protein SA","Protein Coding","45","GC03P039406","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA"
"RPS12","Ribosomal Protein S12","Protein Coding","43","GC06P132814","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS12"
"RPS17","Ribosomal Protein S17","Protein Coding","43","GC15M082536","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17"
"RPS5","Ribosomal Protein S5","Protein Coding","43","GC19P058386","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS5"
"RPS18","Ribosomal Protein S18","Protein Coding","41","GC06P055262","1.42804145812988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"HADHA","Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Alpha","Protein Coding","47","GC02M026190","1.31989979743958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHA"
"ANPEP","Alanyl Aminopeptidase, Membrane","Protein Coding","50","GC15M089784","1.30377078056335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANPEP"
"ITGB3","Integrin Subunit Beta 3","Protein Coding","50","GC17P047254","1.30377078056335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","47","GC03P046383","1.30377078056335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"MMP12","Matrix Metallopeptidase 12","Protein Coding","45","GC11M102862","1.30377078056335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP12"
"CXCL5","C-X-C Motif Chemokine Ligand 5","Protein Coding","41","GC04M073995","1.30377078056335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","52","GC07P117287","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","51","GC19P010270","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"MPO","Myeloperoxidase","Protein Coding","51","GC17M058269","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO"
"CD4","CD4 Molecule","Protein Coding","50","GC12P006786","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"CD40LG","CD40 Ligand","Protein Coding","48","GC0XP136649","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","48","GC11M017273","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A"
"ELANE","Elastase, Neutrophil Expressed","Protein Coding","47","GC19P000855","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELANE"
"CCR6","C-C Motif Chemokine Receptor 6","Protein Coding","45","GC06P167111","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6"
"IL5","Interleukin 5","Protein Coding","45","GC05M132541","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5"
"CCL11","C-C Motif Chemokine Ligand 11","Protein Coding","44","GC17P034285","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11"
"SFTPB","Surfactant Protein B","Protein Coding","44","GC02M085657","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPB"
"SFTPC","Surfactant Protein C","Protein Coding","44","GC08P022156","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPC"
"SCGB1A1","Secretoglobin Family 1A Member 1","Protein Coding","41","GC11P062405","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCGB1A1"
"CCL3","C-C Motif Chemokine Ligand 3","Protein Coding","40","GC17M036088","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3"
"CCL17","C-C Motif Chemokine Ligand 17","Protein Coding","38","GC16P057403","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL17"
"H2AC18","H2A Clustered Histone 18","Protein Coding","26","GC01M150124","1.26591444015503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC18"
"USP13","Ubiquitin Specific Peptidase 13","Protein Coding","45","GC03P179652","1.2420312166214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP13"
"CFD","Complement Factor D","Protein Coding","45","GC19P000859","1.1766871213913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFD"
"IL17RA","Interleukin 17 Receptor A","Protein Coding","45","GC22P017116","1.16657149791718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RA"
"TOMM70","Translocase Of Outer Mitochondrial Membrane 70","Protein Coding","31","GC03M100364","1.16657149791718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM70"
"IMPDH2","Inosine Monophosphate Dehydrogenase 2","Protein Coding","47","GC03M049439","1.15302777290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH2"
"EXOSC2","Exosome Component 2","Protein Coding","42","GC09P130693","1.15302777290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC2"
"G3BP1","G3BP Stress Granule Assembly Factor 1","Protein Coding","41","GC05P151771","1.15302777290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP1"
"RAE1","Ribonucleic Acid Export 1","Protein Coding","41","GC20P057351","1.15302777290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAE1"
"RBM28","RNA Binding Motif Protein 28","Protein Coding","39","GC07M128320","1.15302777290344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM28"
