Drug,Accession,CID
alpha-amino acid pyrrolidide 34,P27487,23645714
alpha-amino acid pyrrolidide 36,P27487,23645718
CHEMBL393612,P27487,44433223
biaryl phenylalanine deriv. 52,P27487,23645523
CHEMBL1085306,P27487,46890913
1-substituted diazepanone 9h,P27487,23647121
CHEMBL224346,P27487,44422439
CHEMBL1232261,P27487,16750059
CHEMBL344755,P27487,44360976
CHEMBL463230,P27487,44565276
CHEMBL429258,P27487,11198004
beta-substituted phenylalanine deriv. 29,P27487,23645481
CHEMBL399408,P27487,44432929
biaryl phenylalanine deriv. 53,P27487,23645525
CHEMBL549432,P27487,45270800
CHEMBL67679,P27487,10653108
CHEMBL507738,P27487,44561191
CHEBI:665995,P27487,25265712
2-cyanopyrrolidine 21h,P27487,11278425
1-substituted diazepanone 9a,P27487,23647114
CHEMBL22294,P27487,44458554
(3S)-3-amino-1-[amino-(sulfoamino)phosphoryl]-2-oxo-piperidine,P27487,11184844
CHEMBL140393,P27487,44360938
DPP-4 ligand 3,P27487,23647136
CHEMBL464093,P27487,44565239
CHEMBL1082463,P27487,46890721
biaryl phenylalanine deriv. 47,P27487,23645513
CHEMBL522909,P27487,44580664
"cyclohexylalanine derived inhibitor, 26",P27487,23647729
biaryl phenylalanine deriv. 51,P27487,23645521
CHEMBL234635,P27487,44431316
CHEMBL240602,P27487,44439330
CID 11538992,P27487,11538992
CHEMBL458744,P27487,44590598
ABT-341 analogue 17,P27487,23646149
CHEMBL463277,P27487,44565254
CHEBI:485309,P27487,44426564
CID 11233695,P27487,11337326
CHEMBL510594,P27487,44560770
CHEMBL512694,P27487,44560140
CHEMBL456413,P27487,44590648
Biarylphenylalanine (S)-Fluoropyrrolidide Amide 27,P27487,23645402
CHEMBL485124,P27487,44591849
CHEMBL244009,P27487,44429137
CID 10298701,P27487,10096130
CHEMBL585290,P27487,45487940
CHEBI:576139,P27487,44572198
CHEBI:657207,P27487,45268432
CHEMBL232185,P27487,23655077
CHEMBL425756,P27487,11538673
"cyclohexylalanine derived inhibitor, 21",P27487,23647723
CHEMBL319115,P27487,11069462
CHEMBL1215166,P27487,46899757
CHEMBL221402,P27487,16202788
2-cyanopyrrolidine 21ac,P27487,11292489
Saxagliptin Analogue 8d,P27487,23645675
CHEMBL319798,P27487,10904132
CHEMBL435605,P27487,9870934
tetrahydroisoquinoline derivative 8,P27487,5494385
CHEBI:667750,P27487,45273535
CHEMBL423108,P27487,44458548
CHEMBL235120,P27487,44431204
CHEMBL1287901,P27487,50925422
CHEBI:105610,P27487,44266021
CHEMBL1287844,P27487,52944842
CHEBI:653350,P27487,44445022
CHEMBL244008,P27487,44429135
Cyanopyrrolidine 37,P27487,23646143
CHEMBL1215300,P27487,46900103
CHEMBL1234200,P27487,16058650
CHEMBL426896,P27487,16203037
CHEMBL140671,P27487,44360786
CHEMBL1083031,P27487,24999330
CHEMBL472797,P27487,44565537
CHEMBL96908,P27487,11781105
"cyclohexylalanine derived inhibitor, 20",P27487,23647721
CHEMBL142139,P27487,44360575
CHEMBL560183,P27487,45269122
CHEMBL120625,P27487,44345828
CHEMBL1086039,P27487,46890723
6-methyl diazepanone 14e,P27487,23647127
CHEMBL250787,P27487,23661697
CHEMBL371429,P27487,44403393
[1-(2-amino-3-methyl-pentanoyl)pyrrolidin-2-yl]boronic Acid,P27487,10466302
CHEMBL515869,P27487,44565583
"phenylalanine derived inhibitor, 9",P27487,23647698
CHEMBL495932,P27487,44580589
CHEMBL23176,P27487,44361230
CHEBI:576504,P27487,44572397
pyridone-based inhibitor 3,P27487,23645413
CHEMBL393947,P27487,44432944
CHEMBL362922,P27487,44404393
CHEMBL374688,P27487,44422476
CHEMBL390513,P27487,15948988
2-cyanopyrrolidine 21g,P27487,11568333
CHEBI:664191,P27487,44138655
CHEMBL518831,P27487,44565274
CHEMBL498749,P27487,44592510
CHEMBL564670,P27487,11551087
CHEMBL140735,P27487,44360724
pyridone-based inhibitor 28,P27487,23645450
pyridone-based inhibitor 26,P27487,23645447
CHEMBL463231,P27487,44565277
CID 9954443,P27487,10388027
CHEMBL1085332,P27487,46890780
CHEMBL95088,P27487,10966961
CHEBI:485311,P27487,44426567
CHEMBL227615,P27487,44422528
2-cyanopyrrolidine 21b,P27487,11569450
CHEMBL565056,P27487,45269976
3-(S)-fluoropyrrolidide 23,P27487,23645640
CHEMBL511125,P27487,44567653
CHEMBL250852,P27487,44443309
CHEMBL563108,P27487,45272524
CHEMBL559543,P27487,45268436
CHEMBL1288261,P27487,49836029
CHEMBL485125,P27487,44591850
CHEMBL562525,P27487,45268323
CHEMBL447393,P27487,44565237
Triazolopiperazine Analogue 25,P27487,11418876
"cyclohexylalanine derived inhibitor, 23",P27487,23647726
CHEMBL371130,P27487,15951543
CHEMBL382974,P27487,44403397
CHEMBL1085580,P27487,44218553
CHEMBL472101,P27487,44560157
amide-changed phenylalanine deriv. 40,P27487,23645499
CHEMBL279944,P27487,44458534
Sitagliptin Analog 13,P27487,9843297
CHEMBL1085305,P27487,46890912
ABT-341 analogue 22,P27487,23646150
CHEMBL1215373,P27487,46900106
CHEMBL567270,P27487,45487918
CHEMBL1288260,P27487,52944940
"phenylalanine derived inhibitor, 10",P27487,23647700
CHEBI:660710,P27487,45270123
CHEMBL390240,P27487,44431219
quinazolinone-based inhibitor 1f,P27487,23647312
CHEMBL1084972,P27487,44218693
CHEMBL327166,P27487,11045633
pyridone-based inhibitor 15,P27487,23645426
amide-changed phenylalanine deriv. 37,P27487,23645494
"cyclohexylalanine derived inhibitor, 24",P27487,23647728
CHEMBL337598,P27487,44360967
CHEMBL1214945,P27487,46900420
CHEMBL480716,P27487,44567749
CHEMBL92175,P27487,44325697
CHEMBL1215302,P27487,46900105
Xanthine mimetic compound 8,P27487,21054400
CID 10339570,P27487,10339570
CHEBI:662486,P27487,25265424
7-substituted diazepanone 15h,P27487,23647132
quinazolinone-based inhibitor 1l,P27487,23647313
CHEMBL186862,P27487,44395581
CHEMBL390239,P27487,44431218
CHEMBL360425,P27487,44394119
CHEMBL249427,P27487,44443293
CHEBI:652894,P27487,44395651
CHEMBL389599,P27487,44431213
CHEBI:667855,P27487,45273597
amide-changed phenylalanine deriv. 39,P27487,23645497
CHEBI:105650,P27487,44266039
CID 11233695,P27487,11233695
CHEMBL560184,P27487,45269123
CHEMBL380902,P27487,11545508
CHEMBL67680,P27487,10843562
CHEMBL391645,P27487,44432937
CHEMBL16680,P27487,44271011
CHEMBL391433,P27487,44439329
CHEMBL473418,P27487,44565889
CHEBI:576433,P27487,44572338
CHEMBL514623,P27487,44565891
alpha-amino acid pyrrolidide 42,P27487,23645729
CHEBI:576281,P27487,44572233
pyridone-based inhibitor 29,P27487,23645452
CHEMBL566460,P27487,45487893
CHEBI:485318,P27487,44426577
CHEMBL520854,P27487,44560281
CHEMBL237785,P27487,44433237
CHEBI:576435,P27487,44572342
CHEMBL479538,P27487,44568058
CHEMBL199615,P27487,23645377
CHEMBL1215374,P27487,49864113
CHEMBL1085579,P27487,44218695
CHEMBL1082350,P27487,46891341
CHEMBL568111,P27487,45487922
CHEMBL452289,P27487,24832041
CHEMBL391252,P27487,44433233
CHEMBL234431,P27487,44431774
CHEMBL304007,P27487,10564514
Saxagliptin Analogue 10d,P27487,11406219
CHEMBL1208900,P27487,11697286
CHEMBL344836,P27487,44360925
6-methyl diazepanone 14b,P27487,23647123
DPP-4 ligand 4,P27487,23647137
CHEMBL564854,P27487,11594120
CHEMBL470330,P27487,44560171
CHEMBL139540,P27487,44360924
CHEMBL92711,P27487,10912691
CHEBI:409197,P27487,44394544
CHEMBL187293,P27487,44394155
pyridone-based inhibitor 9,P27487,23645415
CHEMBL539187,P27487,11362130
CHEMBL223497,P27487,44422485
7-methyl diazepanone 15c,P27487,11475797
CHEBI:660676,P27487,25265562
CHEMBL471544,P27487,44560961
CHEMBL497735,P27487,44592509
CHEMBL141292,P27487,44360726
CHEMBL237279,P27487,11256492
CHEMBL232153,P27487,44432862
CHEMBL469730,P27487,44590040
CHEMBL281178,P27487,44458592
Cyanopyrrolidine 38,P27487,10932707
CHEBI:577157,P27487,44572786
Pyrrolidine-constrained phenethylamine 25c,P27487,23647105
CHEMBL1209853,P27487,11710700
ABT-341 analogue 19,P27487,23646148
Piperidine-Constrained Phenethylamine 41,P27487,16203151
CHEBI:105602,P27487,44266017
CHEMBL1288232,P27487,52948913
CHEMBL93354,P27487,9864687
3-(S)-fluoropyrrolidide 36,P27487,23645659
pyridone-based inhibitor 24,P27487,23645443
CHEBI:485292,P27487,44426539
CHEMBL237342,P27487,44433222
CHEBI:576353,P27487,44572282
beta-substituted phenylalanine deriv. 21,P27487,23645469
CHEBI:408925,P27487,44394361
CHEMBL233685,P27487,44431217
DPP-4 ligand 5,P27487,23647138
CHEMBL441559,P27487,44422487
6-methyl diazepanone 14c,P27487,23647125
CHEMBL591277,P27487,46229809
pyridone-based inhibitor 22,P27487,23645439
CHEMBL520434,P27487,44567976
CHEMBL249620,P27487,44443294
CHEMBL435427,P27487,44360910
CHEMBL235198,P27487,44433661
CHEMBL1215090,P27487,46899753
pyrazolopiperidine 60,P27487,23645932
CHEMBL127550,P27487,10193680
CHEMBL1082465,P27487,44218551
CHEBI:408984,P27487,44394387
aryl ketone deriv. 6,P27487,23647080
CHEMBL485828,P27487,44560283
CHEMBL1082707,P27487,24999638
2-cyanopyrrolidine 24b,P27487,11596451
NVP-DPP728,P27487,9799555
2-cyanopyrrolidine 21a,P27487,11604004
CHEMBL488469,P27487,23645721
CHEBI:577362,P27487,44572973
CHEMBL401268,P27487,44443296
CHEMBL452805,P27487,44561192
alpha-amino acid pyrrolidide 37,P27487,23645720
Pyrrolidine-constrained phenethylamine 29e,P27487,23647109
CHEMBL473188,P27487,44565585
Saxagliptin Analogue 10a,P27487,11405364
CHEMBL217245,P27487,44418211
CHEMBL187641,P27487,44395548
CHEMBL363444,P27487,44395475
CHEMBL520266,P27487,44568097
CHEBI:653397,P27487,44445027
CHEMBL399247,P27487,44443297
CHEMBL463481,P27487,44593463
2-cyanopyrrolidine 21e,P27487,11654810
CHEMBL352520,P27487,44381896
CHEBI:485307,P27487,44426560
biaryl phenylalanine deriv. 49,P27487,23645517
CHEMBL219278,P27487,23645705
CHEMBL496131,P27487,11277905
Saxagliptin Analogue 16d,P27487,11451711
CHEMBL63698,P27487,44306777
beta-substituted phenylalanine deriv. 31,P27487,23645485
CHEBI:652858,P27487,44395602
CHEMBL263946,P27487,10304145
CHEBI:662498,P27487,25265710
beta-substituted phenylalanine deriv. 33,P27487,23645487
CHEMBL527015,P27487,44580459
CHEMBL250202,P27487,10433039
CHEMBL193105,P27487,24784926
CHEMBL124775,P27487,10215731
CHEMBL223915,P27487,44422445
CHEMBL401378,P27487,44443365
CHEMBL169179,P27487,44381884
CHEMBL527198,P27487,44561155
CHEMBL141760,P27487,44360809
C5-substituted pyrrolidine 14,P27487,10014222
Saxagliptin Analogue 16e,P27487,11200150
alkynyl cyanopyrrolidine 1,P27487,11776638
Aminomethylpyrimidine 1ci,P27487,10215628
CHEBI:660715,P27487,45270125
CHEMBL192116,P27487,24784675
CHEMBL353840,P27487,44381899
CHEMBL249825,P27487,44443298
CHEMBL560123,P27487,45268222
CHEMBL236714,P27487,44433225
CHEBI:666020,P27487,45272676
CHEMBL232759,P27487,44432942
CHEMBL391331,P27487,44439325
CHEBI:665982,P27487,25265423
difluorobenzenesulfonamide 1,P27487,23645581
"cyclohexylglycine derived inhibitor, 6",P27487,23647712
pyridone-based inhibitor 27,P27487,23645448
CHEMBL447366,P27487,25132159
2-cyanopyrrolidine 10b,P27487,11623929
CHEMBL471956,P27487,44567654
pyridone-based inhibitor 18,P27487,23645432
CHEMBL201424,P27487,11581458
CHEMBL249826,P27487,44443299
CHEMBL550862,P27487,45270889
CHEMBL1082716,P27487,24999325
CHEBI:649829,P27487,44439672
CHEMBL434161,P27487,44395443
Januvia,P27487,6451150
CHEMBL208964,P27487,11681778
CHEMBL250393,P27487,44443313
CHEMBL429982,P27487,44431776
CHEMBL400954,P27487,44443727
CHEMBL1082464,P27487,46890722
CHEMBL475654,P27487,44571948
CHEMBL1215015,P27487,46899592
CHEMBL369738,P27487,44394001
CHEMBL471960,P27487,44568057
CHEMBL473419,P27487,44565890
CHEBI:664109,P27487,45271751
CHEMBL236923,P27487,44433229
CHEMBL411561,P27487,44422440
CHEBI:657065,P27487,45268337
pyridone-based inhibitor 21,P27487,23645437
alpha-amino acid pyrrolidide 41,P27487,23645728
2-cyanopyrrolidine 19b,P27487,11710587
2-cyanopyrrolidine 21aa,P27487,11187389
Pyrrolidine-constrained phenethylamine 29h,P27487,23647111
CHEMBL1208842,P27487,11704411
Xanthine mimetic compound 9,P27487,23646508
CHEMBL1208901,P27487,11611325
CHEMBL22359,P27487,44360911
CHEBI:658905,P27487,45269279
CHEMBL96593,P27487,10879937
CHEMBL549842,P27487,45270806
Aminomethylpyrimidine 1ce,P27487,10309373
CHEMBL233136,P27487,44432911
CHEMBL563772,P27487,45273408
CHEBI:660666,P27487,25265564
CHEBI:485300,P27487,44426549
CHEMBL514617,P27487,44565467
Cyanopyrrolidine 39,P27487,11117606
CHEBI:408896,P27487,44394339
CHEMBL23660,P27487,44458629
CHEMBL425585,P27487,11617338
CHEMBL23110,P27487,44458587
CHEMBL120039,P27487,44345490
CHEMBL507719,P27487,44561120
CHEMBL342834,P27487,44361086
biaryl phenylalanine deriv. 48,P27487,23645515
CHEMBL237281,P27487,24750165
CHEBI:662540,P27487,45270970
CHEMBL560583,P27487,11644466
3-(S)-fluoropyrrolidide 20,P27487,23645636
CHEMBL23891,P27487,44458523
CHEMBL395166,P27487,44432935
CHEMBL474768,P27487,44565539
thiazolopiperidine 73,P27487,11269712
CHEMBL391048,P27487,44433219
CHEMBL391332,P27487,44439327
CHEBI:485282,P27487,44426521
CHEMBL196267,P27487,44403398
CHEMBL283309,P27487,10342016
Saxagliptin Analogue 8f,P27487,11350141
Saxagliptin Analogue 8g,P27487,11395140
2-cyanopyrrolidine 21m,P27487,11451739
Xanthine mimetic compound 10,P27487,23646509
CHEMBL238024,P27487,11300763
CHEMBL560985,P27487,11623605
CHEMBL243230,P27487,44431200
CHEMBL481288,P27487,44567979
CHEMBL399499,P27487,9953181
beta-substituted phenylalanine deriv. 30,P27487,23645483
CHEMBL1082654,P27487,46891234
CHEMBL233472,P27487,44431212
CHEMBL63406,P27487,10704521
3-(S)-fluoropyrrolidide 35,P27487,23645658
CHEMBL473973,P27487,44565512
CHEMBL250204,P27487,44443723
CHEBI:662499,P27487,25265565
6-methyl diazepanone 14d,P27487,23647126
pyridone-based inhibitor 20,P27487,23645435
CHEMBL372180,P27487,44403406
CHEMBL591982,P27487,46229765
CHEMBL565613,P27487,45487902
CHEMBL330689,P27487,11112644
CHEMBL472977,P27487,44565491
CHEMBL248837,P27487,44443300
Arabinofuranosyladenine,P27487,21704
CHEMBL291428,P27487,10824414
cyanopyrrolidine derivative 5,P27487,23646025
CHEMBL369883,P27487,24794725
CHEMBL392552,P27487,44432863
CHEBI:485298,P27487,44426546
CHEMBL481177,P27487,44568098
CHEMBL561263,P27487,11701806
CHEMBL323130,P27487,9882325
CHEMBL1085597,P27487,44218555
CHEMBL512718,P27487,44589985
CHEMBL95093,P27487,10993665
CHEMBL431425,P27487,9795464
CHEMBL209191,P27487,11493219
3-(S)-fluoropyrrolidide 25,P27487,23645457
CHEMBL140608,P27487,44360734
"phenylalanine derived inhibitor, 4",P27487,23647692
CHEMBL473172,P27487,44565488
Xanthine mimetic compound 13,P27487,23646512
2-cyanopyrrolidine 21f,P27487,11561317
Xanthine mimetic compound 20,P27487,23646519
Piperidine-Constrained Phenethylamine 45,P27487,16203153
CHEMBL1269842,P27487,52943488
CHEMBL1082973,P27487,46891236
CHEMBL428936,P27487,44443420
CHEMBL233474,P27487,44431214
CHEMBL250006,P27487,44443720
CHEBI:658874,P27487,44138653
CHEMBL562981,P27487,45269112
CHEMBL1084601,P27487,46890854
CHEMBL475655,P27487,44571950
CHEMBL283368,P27487,44458586
pyridone-based inhibitor 23,P27487,23645441
beta-substituted phenylalanine deriv. 34,P27487,23645489
CHEMBL391929,P27487,44432859
CHEBI:485287,P27487,44426530
CHEMBL401057,P27487,44444352
CHEBI:664212,P27487,45271800
CHEMBL479370,P27487,11441300
Triazolopiperazine Analogue 26,P27487,23645411
CHEMBL474959,P27487,44565535
CHEBI:665968,P27487,25265422
CHEBI:665983,P27487,25265563
CHEMBL233684,P27487,44431216
CHEMBL249174,P27487,44443319
CHEMBL451319,P27487,9858442
3-(S)-fluoropyrrolidide 38,P27487,23645662
CHEMBL379522,P27487,11381416
CHEMBL1082708,P27487,24999632
pyridone-based inhibitor 19,P27487,23645434
1-substituted diazepanone 9c,P27487,23647116
CHEMBL237569,P27487,44433236
CHEMBL513425,P27487,16739331
CHEMBL277635,P27487,44458542
CHEBI:653251,P27487,44439673
CHEMBL469522,P27487,44590127
alpha-amino acid pyrrolidide 40,P27487,23645726
CHEMBL96130,P27487,10926029
CHEMBL63652,P27487,10515590
2-cyanopyrrolidine 19a,P27487,11680960
ABT-341 analogue 14,P27487,23646147
Saxagliptin Analogue 8c,P27487,11428333
CHEMBL1209852,P27487,11716483
CHEMBL372110,P27487,10133903
CHEMBL222626,P27487,16202787
CHEMBL519435,P27487,44567750
Triazolopiperazine Analogue 27,P27487,11306467
CHEMBL1082997,P27487,46891535
CHEMBL248936,P27487,10429788
CHEMBL439836,P27487,10046311
CHEMBL512895,P27487,44561011
CHEMBL517072,P27487,11306468
CHEMBL236084,P27487,44433231
beta-substituted phenylalanine deriv. 26,P27487,23645476
CID 11637980,P27487,11623550
CHEMBL209981,P27487,23646018
CHEMBL193202,P27487,24784915
CHEMBL171437,P27487,44382077
pyrazolopiperidine 61,P27487,23645933
CHEMBL280658,P27487,44458617
CHEMBL373148,P27487,24784427
CHEMBL210225,P27487,23646016
CHEMBL210718,P27487,23646017
CHEMBL474559,P27487,44565513
CHEMBL207912,P27487,11616861
"cyclohexylalanine derived inhibitor, 22",P27487,23647724
pyridone-based inhibitor 10,P27487,23645416
CHEMBL382980,P27487,44403392
CHEMBL472976,P27487,44565490
CHEMBL485827,P27487,44560280
CHEMBL281561,P27487,44458549
CHEBI:408920,P27487,44394356
3-(S)-fluoropyrrolidide 18,P27487,23645633
CHEMBL566617,P27487,45487910
CHEMBL232845,P27487,17753031
CHEBI:43666,P27487,16755651
Piperidine-Constrained Phenethylamine 43,P27487,16203152
CHEBI:662521,P27487,45270960
CHEMBL234911,P27487,44432858
CHEMBL557851,P27487,45272523
CHEMBL250399,P27487,44443335
CHEMBL480705,P27487,44567712
CHEMBL119319,P27487,10149532
CHEMBL248838,P27487,44443301
CHEMBL428937,P27487,44443336
CHEMBL94312,P27487,10375745
CHEMBL1082974,P27487,46891238
CHEMBL184572,P27487,44393933
CID 11428644,P27487,10384474
CHEMBL250400,P27487,44443338
CHEMBL1209537,P27487,11516511
CHEMBL238026,P27487,23596395
CHEBI:409182,P27487,44394530
CHEMBL389151,P27487,11957945
"8-(3-amino-1-piperidyl)-7-benzyl-1,3-dimethyl-purine-2,6-dione",P27487,9885607
CHEBI:485296,P27487,44426543
CHEMBL411528,P27487,10287323
CHEBI:665984,P27487,25265567
CHEMBL399693,P27487,44443341
CHEMBL330717,P27487,11056962
CHEMBL171342,P27487,44382134
CHEMBL171033,P27487,44382521
CHEMBL203084,P27487,11581247
CHEMBL515552,P27487,44565489
CHEMBL379086,P27487,11573427
CHEMBL210353,P27487,16226604
aryl ketone deriv. 1,P27487,15991577
CHEMBL233058,P27487,44431206
CHEMBL482261,P27487,44568169
CHEMBL232725,P27487,44432904
isoxazolopiperidine 64,P27487,23645936
CHEMBL473176,P27487,44565492
CHEMBL473166,P27487,44565466
CHEMBL452297,P27487,44561194
CHEMBL479736,P27487,44567668
CHEMBL227418,P27487,44422507
3-(S)-fluoropyrrolidide 14,P27487,23645626
CHEMBL401269,P27487,44443302
CHEMBL474560,P27487,44565514
CHEBI:408842,P27487,44394300
CHEMBL563911,P27487,45269961
CHEMBL394834,P27487,44431177
CHEMBL364922,P27487,44399244
CHEMBL1287875,P27487,52942434
Pyrrolidine-constrained phenethylamine 20c,P27487,23647102
2-cyanopyrrolidine 24a,P27487,11702880
CHEBI:649959,P27487,44445029
CHEMBL472100,P27487,44560155
CHEMBL25437,P27487,9952894
CHEMBL277693,P27487,44458521
CHEMBL237280,P27487,24750280
CHEMBL23223,P27487,44458770
CHEMBL558956,P27487,11507526
Piperazone Analog 16,P27487,23646443
CHEMBL23979,P27487,44360725
pyridone-based inhibitor 12,P27487,23645420
CHEBI:485294,P27487,44426541
CHEMBL585663,P27487,45487901
FPB,P27487,5494422
Aminomethylpyrimidine 1cc,P27487,10172376
CHEMBL567263,P27487,11703413
CHEBI:649985,P27487,44445024
CHEMBL250611,P27487,44443343
CHEMBL209994,P27487,11500899
CHEMBL452998,P27487,44567713
pyridone-based inhibitor 13,P27487,23645422
CHEMBL552263,P27487,45270793
CHEMBL553936,P27487,45267371
CHEBI:649983,P27487,44445031
CHEMBL479794,P27487,44568099
CHEMBL391047,P27487,44433217
CHEMBL1085596,P27487,46890852
CHEMBL480712,P27487,44567747
CHEMBL562603,P27487,45273390
beta-substituted phenylalanine deriv. 27,P27487,23645478
CHEMBL22679,P27487,44360749
CHEMBL355479,P27487,44381928
3-(S)-fluoropyrrolidide 39,P27487,23645664
CHEMBL232586,P27487,44432889
CHEMBL352548,P27487,44381645
CHEMBL481669,P27487,44567977
CHEMBL480155,P27487,44568018
CHEMBL63726,P27487,10538170
CHEMBL190183,P27487,44399546
CHEMBL423190,P27487,44360744
3-(S)-fluoropyrrolidide 41,P27487,23645668
CHEMBL388475,P27487,44431164
beta-substituted phenylalanine deriv. 25,P27487,23645474
CHEMBL373922,P27487,16203033
CHEMBL501506,P27487,25132161
CHEMBL187365,P27487,44395472
Aminomethylpyrimidine 1ch,P27487,10172601
amide-changed phenylalanine deriv. 35,P27487,23645491
3-(S)-fluoropyrrolidide 13,P27487,23645625
CHEMBL360808,P27487,44395521
CHEMBL235004,P27487,44433646
CHEMBL452290,P27487,10406789
3-(S)-fluoropyrrolidide 24,P27487,23645642
CHEMBL248743,P27487,44444344
CHEMBL1275852,P27487,49845350
CHEMBL474960,P27487,44565536
CHEMBL318775,P27487,11809137
Triazolopiperazine Analogue 28,P27487,23645412
CHEMBL1287874,P27487,52949741
CHEMBL92028,P27487,10355512
CHEMBL539691,P27487,11715517
CHEMBL94908,P27487,11127915
